accommodation_id,name,type,address,city,country,postal_code,latitude,longitude,star_rating,amenities,room_types,check_in_time,check_out_time,cancellation_policy,pet_policy,parking_available,wifi_available,breakfast_included,gym_available,pool_available,spa_available,business_center,room_service,concierge_service,contact_phone,contact_email,images,description,created_at,updated_at
ACC157506,Villa Condo Glasgow,Condo,"5397 Elm St, Glasgow",Glasgow,United Kingdom,10321,20.104821,122.164321,1,"[""Airport Shuttle"", ""Golf Course"", ""Room Service"", ""Fitness Center"", ""Pool""]","[""Ocean View Room"", ""Cabin"", ""Twin Room"", ""Penthouse"", ""Garden View Room"", ""Studio"", ""Family Room"", ""Villa""]",14:00,13:00,Non-refundable,Pet friendly,False,False,False,False,True,True,False,True,True,+18-231-110-2794,info@villacondoglasgow.com,"[""https://example.com/images/villa_condo_glasgow_1.jpg"", ""https://example.com/images/villa_condo_glasgow_2.jpg"", ""https://example.com/images/villa_condo_glasgow_3.jpg"", ""https://example.com/images/villa_condo_glasgow_4.jpg""]","Experience luxury and comfort at Villa Condo Glasgow, located in the heart of Glasgow.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC962601,Villa Chalet Aberdeen,Chalet,"9622 Pine St, Aberdeen",Aberdeen,United Kingdom,53419,61.877315,-65.777083,4,"[""Elevator"", ""Tennis Court"", ""Concierge"", ""Airport Shuttle"", ""Room Service"", ""Fitness Center"", ""Parking"", ""Pool""]","[""Double Room"", ""Suite"", ""Penthouse""]",16:00,12:00,Free cancellation,Pets on request,True,False,False,True,False,False,True,True,False,+56-519-224-9360,info@villachaletaberdeen.com,"[""https://example.com/images/villa_chalet_aberdeen_1.jpg"", ""https://example.com/images/villa_chalet_aberdeen_2.jpg"", ""https://example.com/images/villa_chalet_aberdeen_3.jpg"", ""https://example.com/images/villa_chalet_aberdeen_4.jpg"", ""https://example.com/images/villa_chalet_aberdeen_5.jpg"", ""https://example.com/images/villa_chalet_aberdeen_6.jpg"", ""https://example.com/images/villa_chalet_aberdeen_7.jpg""]","Your gateway to Aberdeen, Villa Chalet Aberdeen offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC473880,Royal Cabin Adelaide,Cabin,"9826 Park Ave, Adelaide",Adelaide,Australia,49127,18.941299,93.860711,3,"[""Concierge"", ""Tennis Court"", ""Fitness Center"", ""Pool"", ""Pet Friendly"", ""24/7 Front Desk"", ""Dry Cleaning"", ""Room Service"", ""Spa"", ""Laundry Service""]","[""Family Room"", ""Deluxe Room"", ""Ocean View Room"", ""Presidential Suite"", ""Studio"", ""Penthouse"", ""Single Room""]",15:00,12:00,Non-refundable,Pets on request,False,False,True,False,False,False,False,True,True,+38-971-361-7282,info@royalcabinadelaide.com,"[""https://example.com/images/royal_cabin_adelaide_1.jpg"", ""https://example.com/images/royal_cabin_adelaide_2.jpg"", ""https://example.com/images/royal_cabin_adelaide_3.jpg"", ""https://example.com/images/royal_cabin_adelaide_4.jpg"", ""https://example.com/images/royal_cabin_adelaide_5.jpg""]","Your gateway to Adelaide, Royal Cabin Adelaide offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC770153,Lodge Hostel Swansea,Hostel,"1896 Broadway, Swansea",Swansea,United Kingdom,73029,26.722008,179.016312,1,"[""Room Service"", ""Pool"", ""Bar"", ""Business Center"", ""Restaurant"", ""Concierge"", ""Gym"", ""Beach Access"", ""Airport Shuttle"", ""Dry Cleaning"", ""Pet Friendly""]","[""Villa"", ""Twin Room"", ""Standard Room"", ""Double Room"", ""Presidential Suite""]",15:00,11:00,Partial refund,Pet friendly,False,False,True,False,True,True,True,True,True,+68-914-493-2082,info@lodgehostelswansea.com,"[""https://example.com/images/lodge_hostel_swansea_1.jpg"", ""https://example.com/images/lodge_hostel_swansea_2.jpg"", ""https://example.com/images/lodge_hostel_swansea_3.jpg"", ""https://example.com/images/lodge_hostel_swansea_4.jpg"", ""https://example.com/images/lodge_hostel_swansea_5.jpg""]","Relax and unwind at Lodge Hostel Swansea, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC678124,Plaza Guesthouse Nuremberg,Guesthouse,"306 Elm St, Nuremberg",Nuremberg,Germany,88482,-14.209204,-48.315037,1,"[""Pet Friendly"", ""Laundry Service"", ""24/7 Front Desk"", ""Restaurant"", ""Pool"", ""Beach Access"", ""Bar"", ""Parking"", ""Business Center"", ""Dry Cleaning"", ""Airport Shuttle"", ""Concierge""]","[""Deluxe Room"", ""Garden View Room"", ""Presidential Suite""]",15:00,12:00,Partial refund,Pet friendly,False,False,False,False,False,False,False,False,True,+71-495-823-2879,info@plazaguesthousenuremberg.com,"[""https://example.com/images/plaza_guesthouse_nuremberg_1.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_2.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_3.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_4.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_5.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_6.jpg"", ""https://example.com/images/plaza_guesthouse_nuremberg_7.jpg""]","Your gateway to Nuremberg, Plaza Guesthouse Nuremberg offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC392574,Villa Inn Portage la Prairie,Inn,"3847 Elm St, Portage la Prairie",Portage la Prairie,Canada,21379,36.022097,-43.330856,4,"[""Spa"", ""Restaurant"", ""Laundry Service"", ""Room Service"", ""Fitness Center"", ""Bar"", ""WiFi"", ""Pet Friendly"", ""Airport Shuttle"", ""Parking"", ""Tennis Court""]","[""Garden View Room"", ""Single Room"", ""Family Room"", ""Cabin"", ""City View Room""]",16:00,12:00,Free cancellation,No pets allowed,True,True,False,True,False,True,True,False,True,+82-662-674-3557,info@villainnportagelaprairie.com,"[""https://example.com/images/villa_inn_portage_la_prairie_1.jpg"", ""https://example.com/images/villa_inn_portage_la_prairie_2.jpg"", ""https://example.com/images/villa_inn_portage_la_prairie_3.jpg"", ""https://example.com/images/villa_inn_portage_la_prairie_4.jpg"", ""https://example.com/images/villa_inn_portage_la_prairie_5.jpg"", ""https://example.com/images/villa_inn_portage_la_prairie_6.jpg""]","Experience luxury and comfort at Villa Inn Portage la Prairie, located in the heart of Portage la Prairie.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC723806,Palace Capsule Hotel Lethbridge,Capsule Hotel,"2152 Park Ave, Lethbridge",Lethbridge,Canada,48906,-50.34373,-165.551373,1,"[""Pet Friendly"", ""Tennis Court"", ""WiFi"", ""Room Service"", ""Bar"", ""Pool""]","[""Studio"", ""Garden View Room"", ""City View Room"", ""Standard Room"", ""Double Room"", ""Presidential Suite""]",14:00,13:00,Partial refund,No pets allowed,False,True,True,True,False,False,False,True,False,+39-494-283-7463,info@palacecapsulehotellethbridge.com,"[""https://example.com/images/palace_capsule_hotel_lethbridge_1.jpg"", ""https://example.com/images/palace_capsule_hotel_lethbridge_2.jpg"", ""https://example.com/images/palace_capsule_hotel_lethbridge_3.jpg"", ""https://example.com/images/palace_capsule_hotel_lethbridge_4.jpg"", ""https://example.com/images/palace_capsule_hotel_lethbridge_5.jpg""]",Immerse yourself in the culture of Lethbridge while enjoying world-class facilities at Palace Capsule Hotel Lethbridge.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC875916,Palace Chalet Mannheim,Chalet,"1786 Park Ave, Mannheim",Mannheim,Germany,30651,13.615153,-61.394847,1,"[""Room Service"", ""Restaurant"", ""Airport Shuttle"", ""Dry Cleaning"", ""Pet Friendly"", ""Concierge"", ""Spa"", ""Pool"", ""Business Center""]","[""Penthouse"", ""Double Room"", ""Ocean View Room"", ""Family Room"", ""Deluxe Room""]",15:00,11:00,Free cancellation,No pets allowed,True,True,False,True,False,True,False,True,True,+71-634-851-9422,info@palacechaletmannheim.com,"[""https://example.com/images/palace_chalet_mannheim_1.jpg"", ""https://example.com/images/palace_chalet_mannheim_2.jpg"", ""https://example.com/images/palace_chalet_mannheim_3.jpg"", ""https://example.com/images/palace_chalet_mannheim_4.jpg"", ""https://example.com/images/palace_chalet_mannheim_5.jpg"", ""https://example.com/images/palace_chalet_mannheim_6.jpg""]","Relax and unwind at Palace Chalet Mannheim, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC297196,Resort Lodge Deira,Lodge,"7157 First Ave, Deira",Deira,United Arab Emirates,48004,20.195317,176.023943,4,"[""Room Service"", ""Laundry Service"", ""24/7 Front Desk"", ""Beach Access"", ""Business Center""]","[""Deluxe Room"", ""Single Room"", ""Villa"", ""Pool View Room"", ""Twin Room""]",16:00,13:00,Free cancellation,No pets allowed,True,False,True,True,False,False,False,True,False,+24-602-714-9940,info@resortlodgedeira.com,"[""https://example.com/images/resort_lodge_deira_1.jpg"", ""https://example.com/images/resort_lodge_deira_2.jpg"", ""https://example.com/images/resort_lodge_deira_3.jpg""]","Experience luxury and comfort at Resort Lodge Deira, located in the heart of Deira.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC623833,Royal Lethbridge Hotel,Boutique Hotel,"2363 First Ave, Lethbridge",Lethbridge,Canada,83537,-41.661199,147.927858,1,"[""24/7 Front Desk"", ""Beach Access"", ""Elevator"", ""Bar"", ""Laundry Service"", ""Business Center"", ""Airport Shuttle"", ""Fitness Center"", ""Room Service"", ""Pet Friendly"", ""Golf Course"", ""Tennis Court"", ""Pool"", ""Concierge"", ""Parking""]","[""City View Room"", ""Single Room"", ""Garden View Room"", ""Studio""]",15:00,13:00,Non-refundable,Pet friendly,True,True,True,True,False,False,False,False,False,+63-890-814-9500,info@royallethbridgehotel.com,"[""https://example.com/images/royal_lethbridge_hotel_1.jpg"", ""https://example.com/images/royal_lethbridge_hotel_2.jpg"", ""https://example.com/images/royal_lethbridge_hotel_3.jpg"", ""https://example.com/images/royal_lethbridge_hotel_4.jpg""]","Experience luxury and comfort at Royal Lethbridge Hotel, located in the heart of Lethbridge.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC763501,Grand Hostel Barry,Hostel,"3994 Main St, Barry",Barry,United Kingdom,64359,57.450077,19.964799,4,"[""Tennis Court"", ""Pool"", ""Restaurant"", ""WiFi"", ""Pet Friendly"", ""24/7 Front Desk"", ""Parking"", ""Spa"", ""Fitness Center"", ""Dry Cleaning"", ""Elevator""]","[""Cabin"", ""Penthouse"", ""Deluxe Room"", ""Ocean View Room"", ""Family Room"", ""Twin Room""]",14:00,11:00,Partial refund,Pet friendly,True,True,False,False,False,True,True,False,True,+17-651-793-2019,info@grandhostelbarry.com,"[""https://example.com/images/grand_hostel_barry_1.jpg"", ""https://example.com/images/grand_hostel_barry_2.jpg"", ""https://example.com/images/grand_hostel_barry_3.jpg"", ""https://example.com/images/grand_hostel_barry_4.jpg"", ""https://example.com/images/grand_hostel_barry_5.jpg"", ""https://example.com/images/grand_hostel_barry_6.jpg""]","Experience luxury and comfort at Grand Hostel Barry, located in the heart of Barry.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC484290,Royal Cabin Surrey,Cabin,"9864 Pine St, Surrey",Surrey,Canada,43286,42.046878,-36.67178,5,"[""Gym"", ""Dry Cleaning"", ""Business Center"", ""Bar"", ""Beach Access"", ""Pet Friendly""]","[""Penthouse"", ""Single Room"", ""Villa"", ""Twin Room"", ""City View Room"", ""Studio"", ""Ocean View Room"", ""Pool View Room""]",15:00,12:00,Free cancellation,Pet friendly,False,False,False,True,True,True,False,True,False,+14-621-161-3625,info@royalcabinsurrey.com,"[""https://example.com/images/royal_cabin_surrey_1.jpg"", ""https://example.com/images/royal_cabin_surrey_2.jpg"", ""https://example.com/images/royal_cabin_surrey_3.jpg"", ""https://example.com/images/royal_cabin_surrey_4.jpg"", ""https://example.com/images/royal_cabin_surrey_5.jpg""]","Relax and unwind at Royal Cabin Surrey, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC861724,Inn Richmond Resort,Boutique Hotel,"5459 Elm St, Richmond",Richmond,Canada,34037,-38.047103,83.390266,1,"[""Concierge"", ""Gym"", ""Parking"", ""Golf Course"", ""Elevator"", ""Pet Friendly"", ""Tennis Court"", ""Restaurant""]","[""Garden View Room"", ""Pool View Room"", ""Family Room"", ""Presidential Suite""]",16:00,11:00,Partial refund,No pets allowed,False,True,False,False,True,False,True,False,False,+7-504-710-9707,info@innrichmondresort.com,"[""https://example.com/images/inn_richmond_resort_1.jpg"", ""https://example.com/images/inn_richmond_resort_2.jpg""]","Experience luxury and comfort at Inn Richmond Resort, located in the heart of Richmond.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC618006,Villa Apartment Ohori,Apartment,"2476 Oak St, Ohori",Ohori,Japan,73757,68.138762,135.623251,1,"[""Beach Access"", ""WiFi"", ""Bar"", ""Laundry Service"", ""Golf Course"", ""Fitness Center"", ""Tennis Court"", ""Pool""]","[""Twin Room"", ""Garden View Room"", ""City View Room""]",16:00,12:00,Non-refundable,Pet friendly,False,False,False,True,False,True,False,False,False,+51-691-757-4266,info@villaapartmentohori.com,"[""https://example.com/images/villa_apartment_ohori_1.jpg"", ""https://example.com/images/villa_apartment_ohori_2.jpg"", ""https://example.com/images/villa_apartment_ohori_3.jpg"", ""https://example.com/images/villa_apartment_ohori_4.jpg""]","Experience luxury and comfort at Villa Apartment Ohori, located in the heart of Ohori.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC357432,Grand Motel Kushiro,Motel,"9888 Broadway, Kushiro",Kushiro,Japan,48627,62.016056,-178.410679,1,"[""Airport Shuttle"", ""Pet Friendly"", ""Business Center"", ""Gym"", ""Beach Access"", ""WiFi"", ""Pool"", ""Room Service""]","[""Ocean View Room"", ""Deluxe Room"", ""Garden View Room"", ""City View Room"", ""Standard Room"", ""Studio"", ""Family Room""]",14:00,13:00,Free cancellation,Pet friendly,False,True,False,False,False,True,True,True,False,+37-504-720-8878,info@grandmotelkushiro.com,"[""https://example.com/images/grand_motel_kushiro_1.jpg"", ""https://example.com/images/grand_motel_kushiro_2.jpg"", ""https://example.com/images/grand_motel_kushiro_3.jpg"", ""https://example.com/images/grand_motel_kushiro_4.jpg"", ""https://example.com/images/grand_motel_kushiro_5.jpg"", ""https://example.com/images/grand_motel_kushiro_6.jpg"", ""https://example.com/images/grand_motel_kushiro_7.jpg""]","Experience luxury and comfort at Grand Motel Kushiro, located in the heart of Kushiro.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC446801,Grand Hakata Palace,Resort,"7070 Elm St, Hakata",Hakata,Japan,95798,43.468143,105.79033,1,"[""Gym"", ""24/7 Front Desk"", ""Dry Cleaning"", ""Golf Course"", ""Bar"", ""Pet Friendly"", ""Parking"", ""WiFi"", ""Spa"", ""Room Service"", ""Fitness Center"", ""Restaurant"", ""Business Center"", ""Beach Access"", ""Tennis Court""]","[""Deluxe Room"", ""Double Room"", ""Villa""]",15:00,13:00,Non-refundable,Pets on request,False,False,True,True,False,True,True,False,True,+14-130-919-2901,info@grandhakatapalace.com,"[""https://example.com/images/grand_hakata_palace_1.jpg"", ""https://example.com/images/grand_hakata_palace_2.jpg"", ""https://example.com/images/grand_hakata_palace_3.jpg"", ""https://example.com/images/grand_hakata_palace_4.jpg"", ""https://example.com/images/grand_hakata_palace_5.jpg"", ""https://example.com/images/grand_hakata_palace_6.jpg""]","Experience luxury and comfort at Grand Hakata Palace, located in the heart of Hakata.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC249559,Palace Apartment Stuttgart,Apartment,"1339 Main St, Stuttgart",Stuttgart,Germany,78823,59.475215,81.091439,5,"[""Beach Access"", ""Gym"", ""24/7 Front Desk"", ""Airport Shuttle"", ""Fitness Center"", ""Parking""]","[""Cabin"", ""Penthouse"", ""Deluxe Room""]",15:00,13:00,Partial refund,No pets allowed,True,True,False,False,False,False,False,True,True,+35-619-696-4479,info@palaceapartmentstuttgart.com,"[""https://example.com/images/palace_apartment_stuttgart_1.jpg"", ""https://example.com/images/palace_apartment_stuttgart_2.jpg"", ""https://example.com/images/palace_apartment_stuttgart_3.jpg""]",Immerse yourself in the culture of Stuttgart while enjoying world-class facilities at Palace Apartment Stuttgart.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC612903,Lodge Bendigo Palace,Boutique Hotel,"772 First Ave, Bendigo",Bendigo,Australia,33645,24.969651,24.330822,3,"[""Elevator"", ""Pool"", ""Bar"", ""Gym"", ""Tennis Court"", ""Beach Access"", ""Restaurant"", ""Pet Friendly"", ""Fitness Center"", ""Laundry Service""]","[""Standard Room"", ""Family Room"", ""Single Room"", ""Villa""]",16:00,13:00,Non-refundable,Pet friendly,True,False,True,True,False,False,True,False,True,+54-502-958-1612,info@lodgebendigopalace.com,"[""https://example.com/images/lodge_bendigo_palace_1.jpg"", ""https://example.com/images/lodge_bendigo_palace_2.jpg"", ""https://example.com/images/lodge_bendigo_palace_3.jpg"", ""https://example.com/images/lodge_bendigo_palace_4.jpg"", ""https://example.com/images/lodge_bendigo_palace_5.jpg""]","Your gateway to Bendigo, Lodge Bendigo Palace offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC357348,Royal Lodge Heidelberg,Lodge,"3219 Main St, Heidelberg",Heidelberg,Germany,51683,-29.309544,-56.297545,2,"[""Golf Course"", ""Room Service"", ""Concierge"", ""Elevator"", ""Pool"", ""WiFi"", ""Tennis Court""]","[""Villa"", ""Cabin"", ""Suite"", ""Family Room"", ""Penthouse"", ""City View Room""]",15:00,12:00,Partial refund,No pets allowed,True,False,False,False,False,True,True,True,False,+2-183-954-9035,info@royallodgeheidelberg.com,"[""https://example.com/images/royal_lodge_heidelberg_1.jpg"", ""https://example.com/images/royal_lodge_heidelberg_2.jpg"", ""https://example.com/images/royal_lodge_heidelberg_3.jpg"", ""https://example.com/images/royal_lodge_heidelberg_4.jpg"", ""https://example.com/images/royal_lodge_heidelberg_5.jpg"", ""https://example.com/images/royal_lodge_heidelberg_6.jpg"", ""https://example.com/images/royal_lodge_heidelberg_7.jpg""]","Experience luxury and comfort at Royal Lodge Heidelberg, located in the heart of Heidelberg.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC496777,Resort Hakodate Inn,Hotel,"3059 Main St, Hakodate",Hakodate,Japan,13277,-50.334467,-78.313746,4,"[""Beach Access"", ""Room Service"", ""Bar"", ""Golf Course"", ""Laundry Service"", ""Dry Cleaning"", ""Pet Friendly"", ""Elevator"", ""24/7 Front Desk"", ""Spa"", ""Restaurant"", ""Pool""]","[""Twin Room"", ""Standard Room"", ""Single Room"", ""Deluxe Room""]",16:00,12:00,Non-refundable,Pet friendly,False,True,True,False,True,False,False,True,True,+96-463-120-9422,info@resorthakodateinn.com,"[""https://example.com/images/resort_hakodate_inn_1.jpg"", ""https://example.com/images/resort_hakodate_inn_2.jpg"", ""https://example.com/images/resort_hakodate_inn_3.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Resort Hakodate Inn.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC969340,Palace Motel Geelong,Motel,"1610 First Ave, Geelong",Geelong,Australia,54884,55.661101,144.805263,1,"[""Dry Cleaning"", ""Fitness Center"", ""Business Center"", ""Restaurant"", ""Golf Course"", ""Parking"", ""Room Service"", ""Tennis Court"", ""Concierge"", ""Airport Shuttle"", ""Beach Access"", ""Laundry Service"", ""Elevator"", ""Bar""]","[""Suite"", ""Deluxe Room"", ""Twin Room"", ""Double Room""]",14:00,12:00,Partial refund,Pet friendly,True,False,False,False,True,False,False,False,False,+25-747-769-8868,info@palacemotelgeelong.com,"[""https://example.com/images/palace_motel_geelong_1.jpg"", ""https://example.com/images/palace_motel_geelong_2.jpg"", ""https://example.com/images/palace_motel_geelong_3.jpg""]","Experience luxury and comfort at Palace Motel Geelong, located in the heart of Geelong.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
