flight_id,flight_number,airline,aircraft_type,departure_airport,arrival_airport,departure_time,arrival_time,duration_minutes,available_seats,seat_configuration,price_economy,price_business,price_first,meal_service,baggage_allowance,layovers,status,created_at,updated_at
FL138171,XX6926,Japan Airlines,Boeing 787,POR,ALL,2026-06-05T09:08:57Z,2026-06-05T23:14:57Z,846,273,1-2-1,657,1738,4820,Snack,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL619801,AF3373,Air France,Boeing 787,COL,WRE,2026-03-04T17:23:57Z,2026-03-05T16:11:57Z,1368,376,2-2,1483,4573,8559,Snack,32kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL454352,XX8380,Turkish Airlines,Airbus A330,ATL,HAR,2026-09-16T22:38:57Z,2026-09-17T07:17:57Z,519,105,2-4-2,1250,3622,9666,Full Meal,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL851059,XX9078,LATAM Airlines,Airbus A350,BFS,TAM,2026-07-09T18:08:57Z,2026-07-10T09:06:57Z,898,392,2-2-2,680,2000,5028,No Meal,No Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL853902,AA7758,American Airlines,Embraer E-Jet,GEE,ORD,2026-01-25T00:38:57Z,2026-01-25T18:17:57Z,1059,230,3-3-3,1010,3617,5289,Special Diet,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL251302,XX4080,Scandinavian Airlines,Boeing 737,OOL,CHE,2026-08-12T08:38:57Z,2026-08-13T02:47:57Z,1089,334,3-3,529,2084,2859,No Meal,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL397941,QR6761,Qatar Airways,Boeing 747,MUC,NCE,2025-09-29T18:38:57Z,2025-09-30T18:15:57Z,1417,371,3-3,521,1308,3745,Full Meal,32kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL797414,XX3549,Alitalia,Bombardier CRJ,MAN,FRE,2026-02-04T03:38:57Z,2026-02-04T22:33:57Z,1135,330,3-3,944,3722,4980,Snack,32kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL607187,XX2162,Scandinavian Airlines,Boeing 757,ORL,LEI,2025-10-11T10:53:57Z,2025-10-12T09:14:57Z,1341,64,2-3-2,1126,3134,7878,No Meal,No Baggage,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL266059,QR3564,Qatar Airways,Bombardier CRJ,KAR,NCE,2025-12-19T15:23:57Z,2025-12-20T01:35:57Z,612,51,3-3,1776,5966,11825,Special Diet,No Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL789235,XX4231,Japan Airlines,ATR 72,VER,JUM,2025-11-02T03:53:57Z,2025-11-03T01:43:57Z,1310,53,2-2,938,3503,5681,Snack,No Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL284090,XX5787,Alitalia,Boeing 737,LAV,WÜR,2026-04-23T12:23:57Z,2026-04-23T13:54:57Z,91,312,2-2,1410,3701,7644,Snack,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL734950,AF6182,Air France,Airbus A350,CTS,GLA,2026-04-19T19:38:57Z,2026-04-20T06:23:57Z,645,162,2-3-2,1662,4454,9669,Special Diet,Extra Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL411497,XX7617,Scandinavian Airlines,Boeing 747,LA ,BAL,2026-09-05T01:08:57Z,2026-09-05T03:16:57Z,128,393,2-4-2,585,1695,4309,No Meal,No Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL354998,AF3312,Air France,Airbus A330,OFF,AL ,2025-11-29T22:08:57Z,2025-11-30T09:53:57Z,705,97,2-2,1169,3950,8337,Special Diet,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL779420,XX1742,Korean Air,ATR 72,MUR,BRA,2026-04-23T07:08:57Z,2026-04-23T20:25:57Z,797,307,3-3,1739,4914,12187,Special Diet,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL239629,CX1390,Cathay Pacific,Boeing 777,THO,AL ,2026-03-09T03:38:57Z,2026-03-09T09:36:57Z,358,179,3-3-3,1404,4964,8293,Full Meal,32kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL260454,XX8316,WestJet,Boeing 777,LYS,DOT,2026-07-30T12:53:57Z,2026-07-31T11:19:57Z,1346,83,1-2-1,1179,3752,7097,Special Diet,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL376240,XX8447,Virgin Atlantic,Airbus A320,BEN,FUS,2026-04-05T18:23:57Z,2026-04-05T23:27:57Z,304,372,3-3-3,1073,3179,7535,No Meal,32kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL873743,XX6636,LATAM Airlines,Boeing 787,ATL,LIS,2025-10-25T08:23:57Z,2025-10-25T19:16:57Z,653,324,3-3,251,667,1323,Snack,23kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL501728,SQ5114,Singapore Airlines,ATR 72,AL ,NEW,2026-05-26T06:53:57Z,2026-05-26T16:05:57Z,552,114,2-3-2,1409,4940,8388,Full Meal,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL271556,XX8763,Japan Airlines,Airbus A330,BAR,BRA,2026-05-30T13:53:57Z,2026-05-31T00:51:57Z,658,295,1-2-1,1448,5457,9886,Snack,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL943397,XX1157,All Nippon Airways,Boeing 787,ASA,STE,2026-05-03T15:53:57Z,2026-05-04T09:07:57Z,1034,287,2-2,1316,4114,7552,No Meal,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL762995,XX5500,Aeromexico,ATR 72,ARG,AUG,2026-07-23T17:53:57Z,2026-07-23T21:02:57Z,189,248,3-3,1916,5492,11834,Full Meal,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL216203,BA4603,British Airways,Boeing 747,ESS,ROP,2026-04-23T17:53:57Z,2026-04-24T09:36:57Z,943,235,3-3-3,653,2056,4203,No Meal,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL482459,BA9149,British Airways,Airbus A330,YWG,DER,2025-10-27T08:23:57Z,2025-10-27T11:07:57Z,164,204,1-2-1,883,3425,6742,Snack,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL322039,XX5443,WestJet,ATR 72,TEN,DAR,2026-01-13T09:38:57Z,2026-01-14T02:20:57Z,1002,274,2-2-2,1670,6391,13146,Snack,No Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL913274,XX7807,Air Canada,Airbus A330,AL ,OOL,2026-06-16T12:08:57Z,2026-06-16T17:41:57Z,333,165,3-4-3,1288,3585,7358,Full Meal,23kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL921456,AA6127,American Airlines,ATR 72,LEI,AL ,2025-12-05T07:08:57Z,2025-12-05T20:37:57Z,809,120,3-3,1234,3309,6814,Full Meal,32kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL953705,KL9683,KLM Royal Dutch Airlines,Boeing 737,UME,RED,2026-03-19T20:53:57Z,2026-03-20T12:58:57Z,965,227,2-3-2,213,796,1130,Full Meal,32kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL532483,AA6951,American Airlines,Boeing 777,FRE,SAI,2026-07-03T06:23:57Z,2026-07-03T08:33:57Z,130,218,2-3-2,1660,5072,10059,Special Diet,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL952688,BA3677,British Airways,Embraer E-Jet,MAN,SAN,2025-12-06T18:38:57Z,2025-12-07T16:04:57Z,1286,212,3-3,1572,5863,8173,No Meal,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL957079,CX4070,Cathay Pacific,Boeing 787,AL ,ESS,2026-06-15T11:53:57Z,2026-06-16T00:54:57Z,781,358,2-3-2,718,2395,4795,Full Meal,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL579790,XX5703,Virgin Atlantic,Boeing 757,HAR,AL ,2026-06-07T07:53:57Z,2026-06-07T15:36:57Z,463,95,2-2,1146,3281,6887,No Meal,Extra Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL942299,QR4196,Qatar Airways,Boeing 747,AL ,COL,2026-01-16T20:38:57Z,2026-01-17T09:44:57Z,786,393,1-2-1,854,2973,5231,Full Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL469697,BA2916,British Airways,Boeing 737,SWA,ATH,2025-10-20T22:08:57Z,2025-10-21T12:26:57Z,858,352,2-2-2,833,2917,4514,Full Meal,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL168087,XX8816,Etihad Airways,Boeing 757,LON,AL ,2026-04-23T09:38:57Z,2026-04-24T01:34:57Z,956,278,1-2-1,1345,4002,7453,Full Meal,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL131433,XX2242,All Nippon Airways,ATR 72,DUN,AL ,2025-10-29T18:53:57Z,2025-10-30T04:39:57Z,586,62,3-3-3,1080,3700,6517,Snack,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL759952,XX5656,Turkish Airlines,Airbus A330,BAL,CTS,2026-07-21T09:08:57Z,2026-07-21T17:33:57Z,505,113,1-2-1,1742,6869,12431,Snack,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL687117,XX1464,Iberia,Boeing 747,OBI,NUR,2026-01-18T17:08:57Z,2026-01-19T05:22:57Z,734,69,3-4-3,661,2362,5199,Special Diet,No Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL466292,XX7908,Saudia,Boeing 747,LPL,LA ,2026-03-26T06:23:57Z,2026-03-26T23:22:57Z,1019,302,3-3,1203,4338,8262,No Meal,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL217936,XX4839,Turkish Airlines,Embraer E-Jet,CLE,ESS,2026-03-23T05:23:57Z,2026-03-23T21:45:57Z,982,266,2-4-2,1930,5562,14855,No Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL627256,XX6327,LATAM Airlines,Boeing 757,MAN,YEG,2026-08-24T23:38:57Z,2026-08-25T08:00:57Z,502,125,2-3-2,602,1837,4116,Special Diet,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL190532,CX7232,Cathay Pacific,ATR 72,YYZ,DEI,2026-04-12T18:23:57Z,2026-04-13T13:21:57Z,1138,397,1-2-1,1330,4124,8366,Full Meal,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL134581,XX7770,Iberia,Embraer E-Jet,ROC,NEW,2025-11-04T15:23:57Z,2025-11-05T08:50:57Z,1047,256,2-4-2,1108,3360,6478,Full Meal,No Baggage,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL130932,BA9389,British Airways,Airbus A330,BOD,BUF,2026-03-14T00:53:57Z,2026-03-14T10:26:57Z,573,202,3-3-3,598,1705,3365,Snack,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL572732,XX5886,LATAM Airlines,Boeing 777,JAC,FUS,2026-02-21T07:53:57Z,2026-02-22T04:25:57Z,1232,308,3-3-3,1282,4556,7259,Special Diet,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL864306,XX3651,LATAM Airlines,Boeing 757,FRE,BNE,2025-11-30T22:53:57Z,2025-12-01T12:11:57Z,798,371,3-4-3,769,2059,5504,Special Diet,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL640417,XX5005,Aeromexico,Airbus A320,POI,DRE,2025-10-09T21:38:57Z,2025-10-10T15:25:57Z,1067,373,3-3-3,930,2607,6026,Full Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL916774,DL8117,Delta Air Lines,Boeing 747,PER,STI,2025-09-23T04:08:57Z,2025-09-23T05:20:57Z,72,82,3-3,1057,3869,5663,Snack,No Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL718549,XX6196,All Nippon Airways,Boeing 777,NAK,MEL,2026-05-21T21:38:57Z,2026-05-22T11:39:57Z,841,165,1-2-1,1801,6903,12153,Full Meal,No Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL544642,XX9862,Air Canada,Boeing 737,PIT,FUS,2026-02-25T06:38:57Z,2026-02-25T14:00:57Z,442,279,1-2-1,804,2812,4185,Full Meal,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL792080,XX3143,Virgin Atlantic,Boeing 757,AL ,KIT,2026-01-29T20:38:57Z,2026-01-30T05:05:57Z,507,249,2-4-2,1356,5134,10212,Full Meal,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL389089,XX5058,Qantas,Boeing 787,ALB,ZWI,2025-11-21T08:08:57Z,2025-11-21T10:57:57Z,169,185,3-3,785,2005,5118,Snack,No Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL766654,XX5264,All Nippon Airways,Airbus A320,BOU,ROC,2025-11-18T19:23:57Z,2025-11-19T14:16:57Z,1133,164,2-4-2,939,3587,5236,Special Diet,23kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL453339,QR3530,Qatar Airways,Boeing 757,MUR,LON,2026-01-30T11:08:57Z,2026-01-30T21:30:57Z,622,380,3-4-3,566,2051,3646,Special Diet,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL512072,AA5253,American Airlines,Bombardier CRJ,AL ,DUS,2026-07-27T19:08:57Z,2026-07-28T12:36:57Z,1048,246,3-4-3,436,1682,2460,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL442329,KL5211,KLM Royal Dutch Airlines,Bombardier CRJ,BUS,NEW,2026-03-09T11:53:57Z,2026-03-09T18:42:57Z,409,132,3-4-3,1435,4376,8248,Special Diet,23kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL275081,AF4656,Air France,Bombardier CRJ,TOW,LPL,2026-06-16T20:38:57Z,2026-06-17T02:52:57Z,374,285,3-4-3,1225,3723,7582,Special Diet,Extra Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL310477,LH8459,Lufthansa,Embraer E-Jet,AL ,BFS,2026-03-31T04:53:57Z,2026-03-31T10:05:57Z,312,254,2-2-2,1288,4769,10164,Special Diet,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL850833,XX3264,Saudia,Boeing 787,ROC,NAM,2026-02-26T18:38:57Z,2026-02-27T08:00:57Z,802,400,2-2,405,1377,2748,Special Diet,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL931923,UA7886,United Airlines,Boeing 747,STR,CDG,2025-12-27T11:23:57Z,2025-12-27T17:14:57Z,351,200,3-3,1600,4224,11103,Snack,23kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL796079,XX1081,All Nippon Airways,Boeing 747,MAN,IAH,2026-02-01T02:38:57Z,2026-02-02T02:34:57Z,1436,178,2-2,557,1755,4219,Snack,23kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL183384,XX3147,Korean Air,Airbus A380,BEN,OFF,2026-05-10T02:53:57Z,2026-05-10T05:26:57Z,153,72,2-3-2,1503,3767,10255,Special Diet,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL967084,WN1291,Southwest Airlines,Airbus A380,FRE,LIM,2026-04-06T17:23:57Z,2026-04-06T18:40:57Z,77,244,2-2-2,1035,3429,6306,Special Diet,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL731065,XX6132,Aeromexico,Boeing 737,SAA,VIC,2026-03-30T12:08:57Z,2026-03-30T20:55:57Z,527,130,1-2-1,1735,4414,12304,Snack,32kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL433415,AF3834,Air France,Airbus A350,AL ,TOU,2026-06-10T18:38:57Z,2026-06-11T02:52:57Z,494,207,2-4-2,931,2445,5389,Snack,23kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL154057,XX3319,Korean Air,Boeing 737,AL ,DUI,2026-03-14T07:38:57Z,2026-03-14T19:53:57Z,735,133,1-2-1,1851,5095,11583,Special Diet,No Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL684260,XX6376,All Nippon Airways,Airbus A330,PER,NEW,2026-03-30T02:53:57Z,2026-03-30T15:05:57Z,732,154,2-2,746,2510,5324,No Meal,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL636989,KL6389,KLM Royal Dutch Airlines,Boeing 757,FUS,VAL,2026-01-11T02:08:57Z,2026-01-11T05:03:57Z,175,340,2-3-2,751,2955,3945,Special Diet,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL846977,XX7079,Qantas,Boeing 757,AL ,DOR,2026-09-09T14:53:57Z,2026-09-09T20:26:57Z,333,358,3-4-3,557,1654,3867,Special Diet,23kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL490298,XX2462,LATAM Airlines,Bombardier CRJ,AJM,STE,2026-04-26T03:23:57Z,2026-04-26T19:45:57Z,982,212,3-3,892,3063,4518,Special Diet,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL224395,XX1401,LATAM Airlines,Bombardier CRJ,THO,AL ,2026-05-02T18:38:57Z,2026-05-03T00:47:57Z,369,196,2-2,954,3139,7187,No Meal,23kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL559770,XX8160,All Nippon Airways,Airbus A350,CAR,POI,2025-11-03T04:08:57Z,2025-11-03T23:55:57Z,1187,179,3-3-3,640,2038,3966,Snack,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL406904,XX9944,Turkish Airlines,Boeing 787,DAR,YWG,2026-07-08T06:23:57Z,2026-07-08T08:06:57Z,103,313,3-3,941,3108,6464,No Meal,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL371312,SQ4662,Singapore Airlines,Boeing 787,AL ,FRE,2026-05-15T01:23:57Z,2026-05-15T09:58:57Z,515,65,2-3-2,1671,6404,12062,Special Diet,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL126921,XX1973,Iberia,Embraer E-Jet,POR,SAA,2026-08-25T17:38:57Z,2026-08-26T06:02:57Z,744,166,3-3,474,1528,2567,No Meal,32kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL557944,XX4120,Saudia,Airbus A350,ORD,LAV,2026-05-05T17:38:57Z,2026-05-06T17:31:57Z,1433,164,2-3-2,918,3181,5129,Snack,32kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL456951,LH8556,Lufthansa,Airbus A320,SAN,JUM,2026-02-23T11:38:57Z,2026-02-24T10:26:57Z,1368,174,2-2-2,557,1472,2857,Special Diet,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL120813,UA8175,United Airlines,Airbus A330,HAR,MAN,2025-10-20T09:53:57Z,2025-10-21T04:54:57Z,1141,359,2-2-2,1072,3696,7337,No Meal,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL479834,XX2963,Etihad Airways,Airbus A350,LON,LAX,2026-07-28T15:53:57Z,2026-07-28T17:26:57Z,93,88,2-2,1315,4677,8731,No Meal,No Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL947312,SQ8421,Singapore Airlines,Airbus A380,AL ,WAG,2026-09-20T02:08:57Z,2026-09-20T23:37:57Z,1289,286,2-4-2,1088,3111,7301,No Meal,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL903772,BA4433,British Airways,Bombardier CRJ,QUE,SHI,2026-07-24T14:23:57Z,2026-07-25T09:53:57Z,1170,185,3-3,1235,4075,6625,Full Meal,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL944741,SQ7248,Singapore Airlines,Embraer E-Jet,GAT,NEW,2025-11-22T06:38:57Z,2025-11-22T20:00:57Z,802,217,2-2-2,655,2567,3950,Special Diet,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL169568,XX8336,Alitalia,Boeing 757,BEN,WÜR,2026-06-08T15:53:57Z,2026-06-09T03:46:57Z,713,60,2-2,677,1817,4038,Special Diet,32kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL356661,AF6916,Air France,Boeing 747,ALB,DEI,2026-06-10T01:53:57Z,2026-06-10T08:52:57Z,419,308,1-2-1,1959,6221,10556,Snack,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL629334,EK3517,Emirates,Boeing 737,MRS,MAN,2026-08-24T07:23:57Z,2026-08-24T11:23:57Z,240,111,3-4-3,480,1740,2957,Special Diet,Extra Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL964511,KL7951,KLM Royal Dutch Airlines,Boeing 757,COL,DUI,2025-12-16T02:53:57Z,2025-12-16T06:36:57Z,223,240,2-3-2,1472,3840,11119,Special Diet,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL687427,XX6704,All Nippon Airways,Bombardier CRJ,WAG,NCE,2026-02-03T17:38:57Z,2026-02-04T03:15:57Z,577,204,2-4-2,691,2517,4937,No Meal,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL768316,XX9228,Japan Airlines,Boeing 757,REA,LIW,2026-03-19T20:23:57Z,2026-03-20T17:10:57Z,1247,302,1-2-1,594,1771,4585,Full Meal,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL636253,XX8785,Etihad Airways,Airbus A320,ALB,BNE,2026-03-24T12:38:57Z,2026-03-25T03:46:57Z,908,58,2-3-2,1483,4427,11796,Full Meal,32kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL164863,XX7834,Iberia,ATR 72,TAL,ROP,2026-07-07T08:53:57Z,2026-07-08T03:39:57Z,1126,126,2-2-2,570,2090,4385,Full Meal,No Baggage,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL825407,EK4567,Emirates,Boeing 777,RIC,BÉZ,2026-07-20T15:08:57Z,2026-07-21T05:51:57Z,883,277,2-4-2,1040,3420,6570,Full Meal,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL506621,XX8285,Turkish Airlines,Embraer E-Jet,JUM,SAN,2026-02-17T23:38:57Z,2026-02-18T21:46:57Z,1328,351,1-2-1,1725,5179,11599,No Meal,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL720784,XX6686,Korean Air,Boeing 747,ABE,SHI,2026-04-21T00:53:57Z,2026-04-21T19:51:57Z,1138,226,2-2,1390,4206,7735,Snack,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL425957,DL9502,Delta Air Lines,Boeing 777,LA ,SAV,2025-10-04T23:08:57Z,2025-10-05T10:00:57Z,652,390,2-2,725,2619,3772,Special Diet,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL751461,LH3666,Lufthansa,Boeing 737,BAL,AUG,2026-05-05T03:23:57Z,2026-05-05T05:49:57Z,146,233,1-2-1,1750,6435,13536,Snack,Extra Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL925011,XX4001,Iberia,Airbus A320,HEI,ABE,2025-09-26T05:23:57Z,2025-09-26T18:00:57Z,757,242,2-4-2,1183,3099,6253,Special Diet,23kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL599935,XX5732,Virgin Atlantic,Boeing 737,DOW,ALB,2026-09-04T00:08:57Z,2026-09-04T04:48:57Z,280,70,2-3-2,248,913,1642,Snack,No Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL172314,XX7173,Saudia,Airbus A330,NAK,ROC,2026-05-08T18:23:57Z,2026-05-09T04:04:57Z,581,328,2-4-2,1430,5705,7522,Special Diet,32kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL947666,XX6183,Air Canada,Airbus A320,LEE,YYZ,2025-12-16T08:53:57Z,2025-12-17T01:58:57Z,1025,396,1-2-1,1454,3947,10411,Snack,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL924232,LH8215,Lufthansa,Bombardier CRJ,BUF,TOO,2025-11-16T02:53:57Z,2025-11-16T22:21:57Z,1168,143,2-4-2,735,1868,5192,No Meal,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL992195,XX3840,All Nippon Airways,Boeing 747,SYR,AL ,2026-01-23T18:53:57Z,2026-01-24T05:15:57Z,622,177,2-2-2,1040,3030,5861,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL550064,XX5109,Virgin Atlantic,Boeing 787,MON,SWA,2025-10-29T04:53:57Z,2025-10-29T12:56:57Z,483,96,2-2,1301,4332,10205,Snack,23kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
